Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"CPRI","CAPRI HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","2.422.936,00","0,09","2.422.936,00","58.384,00","41,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VVV","VALVOLINE INC","Materialien","Aktien","2.417.947,20","0,08","2.417.947,20","69.984,00","34,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"X","US STEEL CORP","Materialien","Aktien","2.414.228,96","0,08","2.414.228,96","105.517,00","22,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RLI","RLI CORP","Financials","Aktien","2.412.656,55","0,08","2.412.656,55","17.351,00","139,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GTLS","CHART INDUSTRIES INC","Industrie","Aktien","2.411.106,50","0,08","2.411.106,50","18.115,00","133,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrie","Aktien","2.411.132,16","0,08","2.411.132,16","28.128,00","85,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OLED","UNIVERSAL DISPLAY CORP","IT","Aktien","2.410.821,44","0,08","2.410.821,44","18.064,00","133,46","Vereinigte Staaten","NASDAQ","USD"
"LFUS","LITTELFUSE INC","IT","Aktien","2.406.896,64","0,08","2.406.896,64","9.936,00","242,24","Vereinigte Staaten","NASDAQ","USD"
"DXC","DXC TECHNOLOGY","IT","Aktien","2.402.410,50","0,08","2.402.410,50","100.730,00","23,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"H","HYATT HOTELS CORP CLASS A","Zyklische Konsumgüter ","Aktien","2.400.071,40","0,08","2.400.071,40","20.998,00","114,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Aktien","2.397.555,37","0,08","2.397.555,37","41.617,00","57,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ITCI","INTRA CELLULAR THERAPIES INC","Gesundheitsversorgung","Aktien","2.397.311,95","0,08","2.397.311,95","38.573,00","62,15","Vereinigte Staaten","NASDAQ","USD"
"KRTX","KARUNA THERAPEUTICS INC","Gesundheitsversorgung","Aktien","2.395.170,80","0,08","2.395.170,80","12.070,00","198,44","Vereinigte Staaten","NASDAQ","USD"
"SLAB","SILICON LABS INC","IT","Aktien","2.394.706,30","0,08","2.394.706,30","17.191,00","139,30","Vereinigte Staaten","NASDAQ","USD"
"RMV","RIGHTMOVE PLC","Kommunikation","Aktien","2.386.225,19","0,08","2.386.225,19","330.634,00","7,22","Vereinigtes Königreich","London Stock Exchange","GBP"
"EXP","EAGLE MATERIALS INC","Materialien","Aktien","2.383.513,22","0,08","2.383.513,22","16.082,00","148,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Aktien","2.374.624,29","0,08","2.374.624,29","239.619,00","9,91","Vereinigte Staaten","NASDAQ","USD"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Aktien","2.362.923,08","0,08","2.362.923,08","16.366,00","144,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATKR","ATKORE INC","Industrie","Aktien","2.360.476,05","0,08","2.360.476,05","18.685,00","126,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GXO","GXO LOGISTICS INC","Industrie","Aktien","2.352.915,18","0,08","2.352.915,18","44.286,00","53,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHX","CHAMPIONX CORP","Energie","Aktien","2.345.994,56","0,08","2.345.994,56","86.632,00","27,08","Vereinigte Staaten","NASDAQ","USD"
"NVST","ENVISTA HOLDINGS CORP","Gesundheitsversorgung","Aktien","2.344.041,00","0,08","2.344.041,00","60.900,00","38,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HXL","HEXCEL CORP","Industrie","Aktien","2.338.347,28","0,08","2.338.347,28","32.441,00","72,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WWD","WOODWARD INC","Industrie","Aktien","2.335.014,36","0,08","2.335.014,36","24.318,00","96,02","Vereinigte Staaten","NASDAQ","USD"
"RL","RALPH LAUREN CORP CLASS A","Zyklische Konsumgüter ","Aktien","2.332.647,59","0,08","2.332.647,59","20.321,00","114,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BME","B&M EUROPEAN VALUE RETAIL SA","Zyklische Konsumgüter ","Aktien","2.331.356,44","0,08","2.331.356,44","386.668,00","6,03","Vereinigtes Königreich","London Stock Exchange","GBP"
"TECN","TECAN GROUP AG","Gesundheitsversorgung","Aktien","2.327.104,99","0,08","2.327.104,99","5.341,00","435,71","Schweiz","SIX Swiss Exchange","CHF"
"AYI","ACUITY BRANDS INC","Industrie","Aktien","2.324.030,46","0,08","2.324.030,46","14.767,00","157,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ASH","ASHLAND INC","Materialien","Aktien","2.321.483,67","0,08","2.321.483,67","22.847,00","101,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MDGL","MADRIGAL PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","2.320.656,00","0,08","2.320.656,00","7.438,00","312,00","Vereinigte Staaten","NASDAQ","USD"
"AIRC","APARTMENT INCOME REIT CORP","Immobilien","Aktien","2.314.541,22","0,08","2.314.541,22","62.589,00","36,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NOVT","NOVANTA INC","IT","Aktien","2.311.705,00","0,08","2.311.705,00","15.125,00","152,84","Vereinigte Staaten","NASDAQ","USD"
"BYD","BOYD GAMING CORP","Zyklische Konsumgüter ","Aktien","2.306.439,60","0,08","2.306.439,60","33.234,00","69,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VALMT","VALMET","Industrie","Aktien","2.303.606,29","0,08","2.303.606,29","68.145,00","33,80","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"SSAB B","SSAB CLASS B","Materialien","Aktien","2.295.412,72","0,08","2.295.412,72","340.634,00","6,74","Schweden","Nasdaq Omx Nordic","SEK"
"GWRE","GUIDEWIRE SOFTWARE INC","IT","Aktien","2.293.471,38","0,08","2.293.471,38","30.102,00","76,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Immobilien","Aktien","2.285.424,18","0,08","2.285.424,18","107.146,00","21,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SSD","SIMPSON MANUFACTURING INC","Industrie","Aktien","2.284.290,58","0,08","2.284.290,58","18.161,00","125,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLB","DOLBY LABORATORIES INC CLASS A","IT","Aktien","2.283.900,10","0,08","2.283.900,10","27.290,00","83,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AKE","ALLKEM LTD","Materialien","Aktien","2.281.983,45","0,08","2.281.983,45","281.886,00","8,10","Australien","Asx - All Markets","AUD"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Zyklische Konsumgüter ","Aktien","2.274.736,80","0,08","2.274.736,80","16.905,00","134,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FIX","COMFORT SYSTEMS USA INC","Industrie","Aktien","2.272.995,45","0,08","2.272.995,45","15.205,00","149,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SSB","SOUTHSTATE CORP","Financials","Aktien","2.266.751,78","0,08","2.266.751,78","32.861,00","68,98","Vereinigte Staaten","NASDAQ","USD"
"NTRA","NATERA INC","Gesundheitsversorgung","Aktien","2.258.206,56","0,08","2.258.206,56","44.523,00","50,72","Vereinigte Staaten","NASDAQ","USD"
"RXDX","PROMETHEUS BIOSCIENCES INC","Gesundheitsversorgung","Aktien","2.249.820,00","0,08","2.249.820,00","11.600,00","193,95","Vereinigte Staaten","NASDAQ","USD"
"MEDP","MEDPACE HOLDINGS INC","Gesundheitsversorgung","Aktien","2.243.369,26","0,08","2.243.369,26","11.209,00","200,14","Vereinigte Staaten","NASDAQ","USD"
"MUR","MURPHY OIL CORP","Energie","Aktien","2.243.605,07","0,08","2.243.605,07","61.117,00","36,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAR","CARSALES.COM LTD","Kommunikation","Aktien","2.238.149,70","0,08","2.238.149,70","142.541,00","15,70","Australien","Asx - All Markets","AUD"
"SMAR","SMARTSHEET INC CLASS A","IT","Aktien","2.234.853,34","0,08","2.234.853,34","54.682,00","40,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HOG","HARLEY DAVIDSON INC","Zyklische Konsumgüter ","Aktien","2.231.379,50","0,08","2.231.379,50","60.145,00","37,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHRD","CHORD ENERGY CORP","Energie","Aktien","2.222.055,96","0,08","2.222.055,96","15.612,00","142,33","Vereinigte Staaten","NASDAQ","USD"
"HSX","HISCOX LTD","Financials","Aktien","2.213.775,71","0,08","2.213.775,71","149.010,00","14,86","Vereinigtes Königreich","London Stock Exchange","GBP"
"TXG","10X GENOMICS INC CLASS A","Gesundheitsversorgung","Aktien","2.208.980,76","0,08","2.208.980,76","42.132,00","52,43","Vereinigte Staaten","NASDAQ","USD"
"SMCI","SUPER MICRO COMPUTER INC","IT","Aktien","2.207.387,91","0,08","2.207.387,91","20.937,00","105,43","Vereinigte Staaten","NASDAQ","USD"
"LNW","LIGHT WONDER INC","Zyklische Konsumgüter ","Aktien","2.203.961,24","0,08","2.203.961,24","36.556,00","60,29","Vereinigte Staaten","NASDAQ","USD"
"GMED","GLOBUS MEDICAL INC CLASS A","Gesundheitsversorgung","Aktien","2.192.459,40","0,08","2.192.459,40","37.710,00","58,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PRGO","PERRIGO PLC","Gesundheitsversorgung","Aktien","2.187.106,71","0,08","2.187.106,71","58.809,00","37,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRTN","TRITON INTERNATIONAL LTD","Industrie","Aktien","2.185.381,45","0,08","2.185.381,45","26.435,00","82,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ELF","ELF BEAUTY INC","Nichtzyklische Konsumgüter","Aktien","2.185.054,56","0,08","2.185.054,56","23.556,00","92,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RXL","REXEL SA","Industrie","Aktien","2.181.336,19","0,08","2.181.336,19","94.088,00","23,18","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SPSC","SPS COMMERCE INC","IT","Aktien","2.171.496,60","0,08","2.171.496,60","14.742,00","147,30","Vereinigte Staaten","NASDAQ","USD"
"LPX","LOUISIANA PACIFIC CORP","Materialien","Aktien","2.170.533,42","0,08","2.170.533,42","36.333,00","59,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TMHC","TAYLOR MORRISON HOME CORP","Zyklische Konsumgüter ","Aktien","2.169.236,78","0,08","2.169.236,78","50.342,00","43,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrie","Aktien","2.162.963,04","0,08","2.162.963,04","15.944,00","135,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrie","Aktien","2.155.932,52","0,08","2.155.932,52","44.188,00","48,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PSPN","PSP SWISS PROPERTY AG","Immobilien","Aktien","2.153.248,13","0,08","2.153.248,13","18.235,00","118,08","Schweiz","SIX Swiss Exchange","CHF"
"MSA","MSA SAFETY INC","Industrie","Aktien","2.141.004,75","0,08","2.141.004,75","16.501,00","129,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HUN","HUNTSMAN CORP","Materialien","Aktien","2.140.762,11","0,08","2.140.762,11","79.909,00","26,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"POST","POST HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","2.122.352,46","0,07","2.122.352,46","23.454,00","90,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AGI","ALAMOS GOLD INC CLASS A","Materialien","Aktien","2.119.958,41","0,07","2.119.958,41","164.209,00","12,91","Kanada","Toronto Stock Exchange","CAD"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Immobilien","Aktien","2.119.562,40","0,07","2.119.562,40","23.640,00","89,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TKR","TIMKEN","Industrie","Aktien","2.113.067,60","0,07","2.113.067,60","27.496,00","76,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SAAB B","SAAB B","Industrie","Aktien","2.104.982,49","0,07","2.104.982,49","37.511,00","56,12","Schweden","Nasdaq Omx Nordic","SEK"
"MMS","MAXIMUS INC","Industrie","Aktien","2.098.276,60","0,07","2.098.276,60","25.084,00","83,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TGTX","TG THERAPEUTICS INC","Gesundheitsversorgung","Aktien","2.095.627,17","0,07","2.095.627,17","84.399,00","24,83","Vereinigte Staaten","NASDAQ","USD"
"BRBR","BELLRING BRANDS INC","Nichtzyklische Konsumgüter","Aktien","2.091.990,73","0,07","2.091.990,73","58.127,00","35,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SXS","SPECTRIS PLC","IT","Aktien","2.090.485,05","0,07","2.090.485,05","44.246,00","47,25","Vereinigtes Königreich","London Stock Exchange","GBP"
"GME","GAMESTOP CORP CLASS A","Zyklische Konsumgüter ","Aktien","2.084.303,79","0,07","2.084.303,79","108.051,00","19,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SMDS","SMITH (DS) PLC","Materialien","Aktien","2.083.997,74","0,07","2.083.997,74","534.681,00","3,90","Vereinigtes Königreich","London Stock Exchange","GBP"
"BEZ","BEAZLEY PLC","Financials","Aktien","2.084.086,20","0,07","2.084.086,20","278.441,00","7,48","Vereinigtes Königreich","London Stock Exchange","GBP"
"IMI","IMI PLC","Industrie","Aktien","2.081.878,44","0,07","2.081.878,44","103.847,00","20,05","Vereinigtes Königreich","London Stock Exchange","GBP"
"DTM","DT MIDSTREAM INC","Energie","Aktien","2.080.819,91","0,07","2.080.819,91","42.233,00","49,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPO","EXPONENT INC","Industrie","Aktien","2.076.279,80","0,07","2.076.279,80","22.556,00","92,05","Vereinigte Staaten","NASDAQ","USD"
"PENN","PENN ENTERTAINMENT INC","Zyklische Konsumgüter ","Aktien","2.067.723,90","0,07","2.067.723,90","69.410,00","29,79","Vereinigte Staaten","NASDAQ","USD"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Aktien","2.065.736,28","0,07","2.065.736,28","22.606,00","91,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UFPI","UFP INDUSTRIES INC","Industrie","Aktien","2.065.390,08","0,07","2.065.390,08","26.304,00","78,52","Vereinigte Staaten","NASDAQ","USD"
"M","MACYS INC","Zyklische Konsumgüter ","Aktien","2.063.578,60","0,07","2.063.578,60","126.290,00","16,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VRT","VERTIV HOLDINGS CLASS A","Industrie","Aktien","2.062.391,60","0,07","2.062.391,60","138.230,00","14,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ASO","ACADEMY SPORTS & OUTDOORS INC","Zyklische Konsumgüter ","Aktien","2.058.238,56","0,07","2.058.238,56","32.403,00","63,52","Vereinigte Staaten","NASDAQ","USD"
"AGL","AGILON HEALTH","Gesundheitsversorgung","Aktien","2.053.460,43","0,07","2.053.460,43","84.609,00","24,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrie","Aktien","2.052.677,16","0,07","2.052.677,16","12.692,00","161,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKSI","MKS INSTRUMENTS INC","IT","Aktien","2.050.202,15","0,07","2.050.202,15","24.445,00","83,87","Vereinigte Staaten","NASDAQ","USD"
"ESTC","ELASTIC NV","IT","Aktien","2.048.805,75","0,07","2.048.805,75","35.787,00","57,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNM","PNM RESOURCES INC","Versorger","Aktien","2.044.706,79","0,07","2.044.706,79","42.483,00","48,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATE","ALTEN SA","IT","Aktien","2.043.762,34","0,07","2.043.762,34","12.021,00","170,02","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"WCP","WHITECAP RESOURCES INC","Energie","Aktien","2.040.231,98","0,07","2.040.231,98","259.098,00","7,87","Kanada","Toronto Stock Exchange","CAD"
"OSK","OSHKOSH CORP","Industrie","Aktien","2.035.738,08","0,07","2.035.738,08","26.604,00","76,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ENSG","ENSIGN GROUP INC","Gesundheitsversorgung","Aktien","2.030.443,17","0,07","2.030.443,17","20.913,00","97,09","Vereinigte Staaten","NASDAQ","USD"
"NEP","NEXTERA ENERGY PARTNERS UNITS","Versorger","Aktien","2.025.502,20","0,07","2.025.502,20","35.220,00","57,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AN","AUTONATION INC","Zyklische Konsumgüter ","Aktien","2.020.014,60","0,07","2.020.014,60","15.338,00","131,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BKH","BLACK HILLS CORP","Versorger","Aktien","2.018.309,77","0,07","2.018.309,77","30.913,00","65,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WWE","WORLD WRESTLING ENTERTAINMENT INC","Kommunikation","Aktien","2.017.475,25","0,07","2.017.475,25","18.825,00","107,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ACKB","ACKERMANS & VAN HAAREN NV","Industrie","Aktien","2.012.185,73","0,07","2.012.185,73","11.420,00","176,20","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"NEWR","NEW RELIC INC","IT","Aktien","2.005.162,32","0,07","2.005.162,32","28.056,00","71,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FIVN","FIVE9 INC","IT","Aktien","1.996.488,44","0,07","1.996.488,44","30.791,00","64,84","Vereinigte Staaten","NASDAQ","USD"
"BEAN","BELIMO N AG","Industrie","Aktien","1.991.455,76","0,07","1.991.455,76","4.124,00","482,89","Schweiz","SIX Swiss Exchange","CHF"
"2768","SOJITZ CORP","Industrie","Aktien","1.980.994,82","0,07","1.980.994,82","94.580,00","20,95","Japan","Tokyo Stock Exchange","JPY"
"NFG","NATIONAL FUEL GAS","Versorger","Aktien","1.980.592,90","0,07","1.980.592,90","35.431,00","55,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HWDN","HOWDEN JOINERY GROUP PLC","Industrie","Aktien","1.978.160,29","0,07","1.978.160,29","229.892,00","8,60","Vereinigtes Königreich","London Stock Exchange","GBP"
"POR","PORTLAND GENERAL ELECTRIC","Versorger","Aktien","1.965.827,70","0,07","1.965.827,70","38.835,00","50,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALKS","ALKERMES","Gesundheitsversorgung","Aktien","1.964.068,70","0,07","1.964.068,70","68.794,00","28,55","Vereinigte Staaten","NASDAQ","USD"
"KRG","KITE REALTY GROUP TRUST REIT","Immobilien","Aktien","1.955.491,44","0,07","1.955.491,44","94.377,00","20,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATI","ATI INC","Materialien","Aktien","1.953.167,88","0,07","1.953.167,88","50.574,00","38,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BPOP","POPULAR INC","Financials","Aktien","1.951.165,14","0,07","1.951.165,14","32.514,00","60,01","Vereinigte Staaten","NASDAQ","USD"
"RH","RH","Zyklische Konsumgüter ","Aktien","1.949.193,20","0,07","1.949.193,20","7.640,00","255,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Industrie","Aktien","1.948.006,53","0,07","1.948.006,53","34.533,00","56,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CRUS","CIRRUS LOGIC INC","IT","Aktien","1.942.886,13","0,07","1.942.886,13","22.647,00","85,79","Vereinigte Staaten","NASDAQ","USD"
"EVN","EVOLUTION MINING LTD","Materialien","Aktien","1.941.455,20","0,07","1.941.455,20","825.229,00","2,35","Australien","Asx - All Markets","AUD"
"FOXF","FOX FACTORY HOLDING CORP","Zyklische Konsumgüter ","Aktien","1.938.894,56","0,07","1.938.894,56","17.488,00","110,87","Vereinigte Staaten","NASDAQ","USD"
"GALE","GALENICA AG","Gesundheitsversorgung","Aktien","1.933.154,26","0,07","1.933.154,26","21.521,00","89,83","Schweiz","SIX Swiss Exchange","CHF"
"DEN","DENBURY INC","Energie","Aktien","1.930.911,64","0,07","1.930.911,64","20.678,00","93,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EVR","EVERCORE INC CLASS A","Financials","Aktien","1.928.467,42","0,07","1.928.467,42","16.906,00","114,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CWST","CASELLA WASTE SYSTEMS INC CLASS A","Industrie","Aktien","1.922.756,00","0,07","1.922.756,00","21.604,00","89,00","Vereinigte Staaten","NASDAQ","USD"
